question,label,answer
which fertilizer is best for potato,FERTILIZER_SUGGESTION,fertilizer_suggestion
is drip irrigation good for sunflower,IRRIGATION_GUIDE,irrigation_guide
how to protect groundnut from blast,CROP_DISEASE,crop_disease
pulses disease fungal infection treatment,CROP_DISEASE,crop_disease
how to protect groundnut from blast,CROP_DISEASE,crop_disease
pulses सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
best nutrients for potato,FERTILIZER_SUGGESTION,fertilizer_suggestion
potato सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
which fertilizer is best for potato,FERTILIZER_SUGGESTION,fertilizer_suggestion
sunflower ल root rot झल तर कय करव,CROP_DISEASE,crop_disease
how to reduce soil acidity,SOIL_HEALTH,soil_health
pulses ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
grapes ke liye beej kaunsa le,SEED_GUIDE,seed_guide
will it rain today in nagpur,WEATHER_QUERY,weather_query
humidity level today,WEATHER_QUERY,weather_query
tomato सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
which fertilizer is best for sugarcane,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to avoid insects while storing millet,STORAGE_GUIDE,storage_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
millet ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
how much npk for sugarcane,FERTILIZER_SUGGESTION,fertilizer_suggestion
soybean ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
high yield variety of maize,SEED_GUIDE,seed_guide
banana me stem borer ka ilaj kya hai,CROP_DISEASE,crop_disease
cotton सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to protect maize from leaf spot,CROP_DISEASE,crop_disease
how much npk for groundnut,FERTILIZER_SUGGESTION,fertilizer_suggestion
how often to water sugarcane,IRRIGATION_GUIDE,irrigation_guide
how much npk for maize,FERTILIZER_SUGGESTION,fertilizer_suggestion
which fertilizer is best for millet,FERTILIZER_SUGGESTION,fertilizer_suggestion
when should i irrigate rice,IRRIGATION_GUIDE,irrigation_guide
what is todays weather,WEATHER_QUERY,weather_query
soybean ल fungal infection झल तर कय करव,CROP_DISEASE,crop_disease
maize ल leaf spot झल तर कय करव,CROP_DISEASE,crop_disease
how much npk for sugarcane,FERTILIZER_SUGGESTION,fertilizer_suggestion
maize me bollworm ka ilaj kya hai,CROP_DISEASE,crop_disease
pulses ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
sugarcane me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
is drip irrigation good for sugarcane,IRRIGATION_GUIDE,irrigation_guide
storage method for cotton,STORAGE_GUIDE,storage_guide
tomato me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
how to improve soil health,SOIL_HEALTH,soil_health
best nutrients for rice,FERTILIZER_SUGGESTION,fertilizer_suggestion
rice me blight ka ilaj kya hai,CROP_DISEASE,crop_disease
groundnut सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
grapes सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
how much npk for grapes,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to improve soil health,SOIL_HEALTH,soil_health
best seed variety for sunflower,SEED_GUIDE,seed_guide
grapes disease blast treatment,CROP_DISEASE,crop_disease
best nutrients for rice,FERTILIZER_SUGGESTION,fertilizer_suggestion
will it rain today in nagpur,WEATHER_QUERY,weather_query
groundnut सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
symptoms of bollworm in banana,CROP_DISEASE,crop_disease
is drip irrigation good for soybean,IRRIGATION_GUIDE,irrigation_guide
potato ke liye beej kaunsa le,SEED_GUIDE,seed_guide
humidity level today,WEATHER_QUERY,weather_query
आज पऊस यईल क,WEATHER_QUERY,weather_query
when should i irrigate groundnut,IRRIGATION_GUIDE,irrigation_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
maize disease root rot treatment,CROP_DISEASE,crop_disease
how to protect sugarcane from rust,CROP_DISEASE,crop_disease
how to reduce soil acidity,SOIL_HEALTH,soil_health
which fertilizer is best for sunflower,FERTILIZER_SUGGESTION,fertilizer_suggestion
millet ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
how often to water cotton,IRRIGATION_GUIDE,irrigation_guide
how much npk for pulses,FERTILIZER_SUGGESTION,fertilizer_suggestion
onion कस सठवव,STORAGE_GUIDE,storage_guide
high yield variety of millet,SEED_GUIDE,seed_guide
how often to water sugarcane,IRRIGATION_GUIDE,irrigation_guide
groundnut सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to protect wheat from blast,CROP_DISEASE,crop_disease
cotton सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
best seed variety for millet,SEED_GUIDE,seed_guide
will it rain today in delhi,WEATHER_QUERY,weather_query
best compost for healthy soil,SOIL_HEALTH,soil_health
potato me stem borer ka ilaj kya hai,CROP_DISEASE,crop_disease
how to reduce soil acidity,SOIL_HEALTH,soil_health
best seed variety for maize,SEED_GUIDE,seed_guide
best seed variety for groundnut,SEED_GUIDE,seed_guide
sunflower ल fungal infection झल तर कय करव,CROP_DISEASE,crop_disease
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
high yield variety of maize,SEED_GUIDE,seed_guide
what is todays weather,WEATHER_QUERY,weather_query
grapes me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
grapes ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
how much npk for rice,FERTILIZER_SUGGESTION,fertilizer_suggestion
storage method for banana,STORAGE_GUIDE,storage_guide
pulses me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
wheat सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
how to store wheat,STORAGE_GUIDE,storage_guide
which hybrid seeds are good for millet,SEED_GUIDE,seed_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
best nutrients for groundnut,FERTILIZER_SUGGESTION,fertilizer_suggestion
how much npk for maize,FERTILIZER_SUGGESTION,fertilizer_suggestion
will it rain today in nashik,WEATHER_QUERY,weather_query
how often to water soybean,IRRIGATION_GUIDE,irrigation_guide
sugarcane कस सठवव,STORAGE_GUIDE,storage_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
best compost for healthy soil,SOIL_HEALTH,soil_health
banana me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
what is todays weather,WEATHER_QUERY,weather_query
how to improve soil health,SOIL_HEALTH,soil_health
how to protect potato from rust,CROP_DISEASE,crop_disease
high yield variety of pulses,SEED_GUIDE,seed_guide
how much npk for tomato,FERTILIZER_SUGGESTION,fertilizer_suggestion
banana ke liye beej kaunsa le,SEED_GUIDE,seed_guide
how often to water groundnut,IRRIGATION_GUIDE,irrigation_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
symptoms of blast in wheat,CROP_DISEASE,crop_disease
how much npk for tomato,FERTILIZER_SUGGESTION,fertilizer_suggestion
will it rain today in bhopal,WEATHER_QUERY,weather_query
maize सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
sugarcane me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
how to avoid insects while storing tomato,STORAGE_GUIDE,storage_guide
how often to water potato,IRRIGATION_GUIDE,irrigation_guide
which fertilizer is best for grapes,FERTILIZER_SUGGESTION,fertilizer_suggestion
what is todays weather,WEATHER_QUERY,weather_query
sugarcane सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
storage method for potato,STORAGE_GUIDE,storage_guide
millet ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
how often to water tomato,IRRIGATION_GUIDE,irrigation_guide
grapes कस सठवव,STORAGE_GUIDE,storage_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
humidity level today,WEATHER_QUERY,weather_query
pulses disease blight treatment,CROP_DISEASE,crop_disease
rice सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
potato ल blast झल तर कय करव,CROP_DISEASE,crop_disease
when should i irrigate onion,IRRIGATION_GUIDE,irrigation_guide
high yield variety of maize,SEED_GUIDE,seed_guide
how to store cotton,STORAGE_GUIDE,storage_guide
humidity level today,WEATHER_QUERY,weather_query
how much npk for wheat,FERTILIZER_SUGGESTION,fertilizer_suggestion
high yield variety of rice,SEED_GUIDE,seed_guide
high yield variety of groundnut,SEED_GUIDE,seed_guide
groundnut disease blight treatment,CROP_DISEASE,crop_disease
best compost for healthy soil,SOIL_HEALTH,soil_health
best compost for healthy soil,SOIL_HEALTH,soil_health
how to avoid insects while storing sugarcane,STORAGE_GUIDE,storage_guide
tomato ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
how to avoid insects while storing grapes,STORAGE_GUIDE,storage_guide
when should i irrigate wheat,IRRIGATION_GUIDE,irrigation_guide
sugarcane ल blast झल तर कय करव,CROP_DISEASE,crop_disease
kal barsaat hogi kya,WEATHER_QUERY,weather_query
आज पऊस यईल क,WEATHER_QUERY,weather_query
will it rain today in pune,WEATHER_QUERY,weather_query
storage method for sugarcane,STORAGE_GUIDE,storage_guide
what is todays weather,WEATHER_QUERY,weather_query
how to avoid insects while storing groundnut,STORAGE_GUIDE,storage_guide
how much npk for sugarcane,FERTILIZER_SUGGESTION,fertilizer_suggestion
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
is drip irrigation good for banana,IRRIGATION_GUIDE,irrigation_guide
is drip irrigation good for soybean,IRRIGATION_GUIDE,irrigation_guide
banana me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
onion me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
pulses सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
when should i irrigate sunflower,IRRIGATION_GUIDE,irrigation_guide
best seed variety for potato,SEED_GUIDE,seed_guide
symptoms of fungal infection in cotton,CROP_DISEASE,crop_disease
sunflower ke liye beej kaunsa le,SEED_GUIDE,seed_guide
best seed variety for banana,SEED_GUIDE,seed_guide
maize सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
maize ल rust झल तर कय करव,CROP_DISEASE,crop_disease
how to protect onion from blight,CROP_DISEASE,crop_disease
storage method for potato,STORAGE_GUIDE,storage_guide
best seed variety for maize,SEED_GUIDE,seed_guide
millet me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
pulses ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
sunflower ल root rot झल तर कय करव,CROP_DISEASE,crop_disease
high yield variety of sunflower,SEED_GUIDE,seed_guide
maize me leaf spot ka ilaj kya hai,CROP_DISEASE,crop_disease
how to avoid insects while storing sunflower,STORAGE_GUIDE,storage_guide
wheat कस सठवव,STORAGE_GUIDE,storage_guide
how to avoid insects while storing potato,STORAGE_GUIDE,storage_guide
humidity level today,WEATHER_QUERY,weather_query
rice सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
millet सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
which hybrid seeds are good for tomato,SEED_GUIDE,seed_guide
which hybrid seeds are good for sunflower,SEED_GUIDE,seed_guide
banana ke liye beej kaunsa le,SEED_GUIDE,seed_guide
which hybrid seeds are good for sugarcane,SEED_GUIDE,seed_guide
how to avoid insects while storing onion,STORAGE_GUIDE,storage_guide
when should i irrigate rice,IRRIGATION_GUIDE,irrigation_guide
how to protect wheat from leaf spot,CROP_DISEASE,crop_disease
how to reduce soil acidity,SOIL_HEALTH,soil_health
how to protect onion from aphids,CROP_DISEASE,crop_disease
rice disease aphids treatment,CROP_DISEASE,crop_disease
what is todays weather,WEATHER_QUERY,weather_query
how much npk for soybean,FERTILIZER_SUGGESTION,fertilizer_suggestion
cotton सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
high yield variety of onion,SEED_GUIDE,seed_guide
millet ko kaise store kare,STORAGE_GUIDE,storage_guide
how to protect cotton from root rot,CROP_DISEASE,crop_disease
rice सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
will it rain today in lucknow,WEATHER_QUERY,weather_query
how often to water onion,IRRIGATION_GUIDE,irrigation_guide
tomato कस सठवव,STORAGE_GUIDE,storage_guide
pulses ke liye beej kaunsa le,SEED_GUIDE,seed_guide
best nutrients for wheat,FERTILIZER_SUGGESTION,fertilizer_suggestion
humidity level today,WEATHER_QUERY,weather_query
high yield variety of cotton,SEED_GUIDE,seed_guide
when should i irrigate sugarcane,IRRIGATION_GUIDE,irrigation_guide
onion ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
high yield variety of sugarcane,SEED_GUIDE,seed_guide
onion disease leaf spot treatment,CROP_DISEASE,crop_disease
storage method for cotton,STORAGE_GUIDE,storage_guide
best nutrients for grapes,FERTILIZER_SUGGESTION,fertilizer_suggestion
when should i irrigate soybean,IRRIGATION_GUIDE,irrigation_guide
best seed variety for maize,SEED_GUIDE,seed_guide
which hybrid seeds are good for maize,SEED_GUIDE,seed_guide
how much npk for maize,FERTILIZER_SUGGESTION,fertilizer_suggestion
cotton me bollworm ka ilaj kya hai,CROP_DISEASE,crop_disease
how to store banana,STORAGE_GUIDE,storage_guide
how often to water onion,IRRIGATION_GUIDE,irrigation_guide
millet कस सठवव,STORAGE_GUIDE,storage_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
groundnut ke liye beej kaunsa le,SEED_GUIDE,seed_guide
potato ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
humidity level today,WEATHER_QUERY,weather_query
onion ल bollworm झल तर कय करव,CROP_DISEASE,crop_disease
humidity level today,WEATHER_QUERY,weather_query
kal barsaat hogi kya,WEATHER_QUERY,weather_query
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
is drip irrigation good for maize,IRRIGATION_GUIDE,irrigation_guide
soybean disease bollworm treatment,CROP_DISEASE,crop_disease
which hybrid seeds are good for onion,SEED_GUIDE,seed_guide
humidity level today,WEATHER_QUERY,weather_query
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
best seed variety for pulses,SEED_GUIDE,seed_guide
how often to water pulses,IRRIGATION_GUIDE,irrigation_guide
how to avoid insects while storing wheat,STORAGE_GUIDE,storage_guide
maize disease blight treatment,CROP_DISEASE,crop_disease
sunflower कस सठवव,STORAGE_GUIDE,storage_guide
grapes disease blight treatment,CROP_DISEASE,crop_disease
rice ko kaise store kare,STORAGE_GUIDE,storage_guide
how much npk for grapes,FERTILIZER_SUGGESTION,fertilizer_suggestion
what is todays weather,WEATHER_QUERY,weather_query
what is todays weather,WEATHER_QUERY,weather_query
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
high yield variety of onion,SEED_GUIDE,seed_guide
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
what is todays weather,WEATHER_QUERY,weather_query
sunflower me leaf spot ka ilaj kya hai,CROP_DISEASE,crop_disease
humidity level today,WEATHER_QUERY,weather_query
rice ल blight झल तर कय करव,CROP_DISEASE,crop_disease
rice me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
how to avoid insects while storing onion,STORAGE_GUIDE,storage_guide
soybean me bollworm ka ilaj kya hai,CROP_DISEASE,crop_disease
best nutrients for maize,FERTILIZER_SUGGESTION,fertilizer_suggestion
wheat disease stem borer treatment,CROP_DISEASE,crop_disease
rice disease fungal infection treatment,CROP_DISEASE,crop_disease
sunflower ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
banana कस सठवव,STORAGE_GUIDE,storage_guide
storage method for sunflower,STORAGE_GUIDE,storage_guide
symptoms of rust in tomato,CROP_DISEASE,crop_disease
which fertilizer is best for potato,FERTILIZER_SUGGESTION,fertilizer_suggestion
groundnut ke liye beej kaunsa le,SEED_GUIDE,seed_guide
best seed variety for tomato,SEED_GUIDE,seed_guide
humidity level today,WEATHER_QUERY,weather_query
how to store wheat,STORAGE_GUIDE,storage_guide
high yield variety of grapes,SEED_GUIDE,seed_guide
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
groundnut ke liye beej kaunsa le,SEED_GUIDE,seed_guide
tomato सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
when should i irrigate pulses,IRRIGATION_GUIDE,irrigation_guide
symptoms of bollworm in sunflower,CROP_DISEASE,crop_disease
maize सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
tomato ke liye beej kaunsa le,SEED_GUIDE,seed_guide
cotton सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
potato ल blast झल तर कय करव,CROP_DISEASE,crop_disease
tomato सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to store millet,STORAGE_GUIDE,storage_guide
which fertilizer is best for banana,FERTILIZER_SUGGESTION,fertilizer_suggestion
